'target_keyword', 'transform', 'seed', 'time'
dirsym_1_10dims,HypersphericalLogit,13,4.890211582183838
dirsym_1_100dims,AugmentedILR,6,9.283034801483154
dirsym_e-1_10dims,HypersphericalAngular,12,5.180504083633423
dirsym_1_10dims,StanStickbreaking,14,4.716187953948975
dirsym_e-1_10dims,HypersphericalProbit,13,5.028269052505493
dirsym_e-1_10dims,ProbitProduct,14,5.007416486740112
dirsym_1_10dims,ALR,13,4.726728439331055
dirsym_e-1_10dims,HypersphericalLogit,12,5.1178247928619385
dirsym_e-1_100dims,ALR,4,13.471836566925049
dirsym_1_100dims,AugmentedSoftmax,23,2.881176233291626
dirsym_1_10dims,AugmentedSoftmax,13,4.819009304046631
dirsym_1_100dims,ProbitProduct,18,3.7453832626342773
dirsym_e-1_10dims,AugmentedSoftmax,12,5.0926594734191895
dirsym_e-1_10dims,AugmentedILR,12,5.185602903366089
dirsym_e-1_10dims,Stickbreaking,12,5.121077060699463
dirsym_1_100dims,HypersphericalProbit,14,4.82647442817688
dirsym_1_10dims,HypersphericalProbit,13,4.904173374176025
dirsym_1_100dims,ALR,8,7.638737201690674
dirsym_e-1_10dims,ALR,13,5.227747678756714
dirsym_1_10dims,HypersphericalAngular,13,4.951943397521973
dirsym_e-1_10dims,StanStickbreaking,14,5.053425312042236
